"","Location","TimeFrame","DataFormat","Child","Unemployment"
"632","Burnet",2003,"Percent",0.192,0.05
"633","Burnet",2004,"Number",1727,931
"634","Burnet",2004,"Percent",0.188,0.046
"635","Burnet",2005,"Number",1801,778
"636","Burnet",2005,"Percent",0.2,0.038
"637","Burnet",2006,"Number",1941,890
"638","Burnet",2006,"Percent",0.213,0.041
"639","Burnet",2007,"Number",1691,774
"640","Burnet",2007,"Percent",0.178,0.035
"641","Burnet",2008,"Number",1867,874
"642","Burnet",2008,"Percent",0.196,0.04
"643","Burnet",2009,"Number",2114,1352
"644","Burnet",2009,"Percent",0.221,0.061
"645","Burnet",2010,"Number",2397,1453
"646","Burnet",2010,"Percent",0.244,0.065
"647","Burnet",2011,"Number",2604,1424
"648","Burnet",2011,"Percent",0.267,0.062
"649","Caldwell",2000,"Number",1811,548
"650","Caldwell",2000,"Percent",0.193,0.032
"651","Caldwell",2001,"Number",1850,716
"652","Caldwell",2001,"Percent",0.191,0.042
"653","Caldwell",2002,"Number",1966,1069
"654","Caldwell",2002,"Percent",0.201,0.066
"655","Caldwell",2003,"Number",2066,1205
"656","Caldwell",2003,"Percent",0.209,0.075
"657","Caldwell",2004,"Number",1977,1016
"658","Caldwell",2004,"Percent",0.205,0.063
"659","Caldwell",2005,"Number",2502,816
"660","Caldwell",2005,"Percent",0.264,0.049
"661","Caldwell",2006,"Number",2010,808
"662","Caldwell",2006,"Percent",0.212,0.049
"663","Caldwell",2007,"Number",2476,707
"664","Caldwell",2007,"Percent",0.26,0.043
"665","Caldwell",2008,"Number",1903,826
"666","Caldwell",2008,"Percent",0.201,0.052
"667","Caldwell",2009,"Number",2358,1314
"668","Caldwell",2009,"Percent",0.244,0.083
"669","Caldwell",2010,"Number",2498,1391
"670","Caldwell",2010,"Percent",0.257,0.086
"671","Caldwell",2011,"Number",2626,1425
"672","Caldwell",2011,"Percent",0.268,0.085
"673","Calhoun",2000,"Number",1378,464
"674","Calhoun",2000,"Percent",0.234,0.046
"675","Calhoun",2001,"Number",1315,762
"676","Calhoun",2001,"Percent",0.229,0.079
"677","Calhoun",2002,"Number",1256,817
"678","Calhoun",2002,"Percent",0.216,0.097
"679","Calhoun",2003,"Number",1338,724
"680","Calhoun",2003,"Percent",0.231,0.084
"681","Calhoun",2004,"Number",1346,700
"682","Calhoun",2004,"Percent",0.238,0.075
"683","Calhoun",2005,"Number",1423,563
"684","Calhoun",2005,"Percent",0.255,0.06
"685","Calhoun",2006,"Number",1477,473
"686","Calhoun",2006,"Percent",0.263,0.049
"687","Calhoun",2007,"Number",1251,421
"688","Calhoun",2007,"Percent",0.232,0.045
"689","Calhoun",2008,"Number",1289,458
"690","Calhoun",2008,"Percent",0.239,0.049
"691","Calhoun",2009,"Number",1371,810
"692","Calhoun",2009,"Percent",0.247,0.086
"693","Calhoun",2010,"Number",1712,865
"694","Calhoun",2010,"Percent",0.307,0.09
"695","Calhoun",2011,"Number",1488,950
"696","Calhoun",2011,"Percent",0.269,0.091
"697","Callahan",2000,"Number",687,224
"698","Callahan",2000,"Percent",0.21,0.037
"699","Callahan",2001,"Number",700,236
"700","Callahan",2001,"Percent",0.218,0.037
"701","Callahan",2002,"Number",664,266
"702","Callahan",2002,"Percent",0.207,0.04
"703","Callahan",2003,"Number",680,302
"704","Callahan",2003,"Percent",0.221,0.046
"705","Callahan",2004,"Number",645,317
"706","Callahan",2004,"Percent",0.206,0.047
"707","Callahan",2005,"Number",648,273
"708","Callahan",2005,"Percent",0.211,0.039
"709","Callahan",2006,"Number",642,287
"710","Callahan",2006,"Percent",0.222,0.04
"711","Callahan",2007,"Number",622,244
"712","Callahan",2007,"Percent",0.214,0.035
"713","Callahan",2008,"Number",707,265
"714","Callahan",2008,"Percent",0.244,0.037
"715","Callahan",2009,"Number",730,425
"716","Callahan",2009,"Percent",0.227,0.059
"717","Callahan",2010,"Number",784,426
"718","Callahan",2010,"Percent",0.249,0.06
"719","Callahan",2011,"Number",789,437
"720","Callahan",2011,"Percent",0.255,0.062
"721","Cameron",2000,"Number",46436,11312
"722","Cameron",2000,"Percent",0.403,0.087
"723","Cameron",2001,"Number",49544,12269
"724","Cameron",2001,"Percent",0.414,0.092
"725","Cameron",2002,"Number",51278,14190
"726","Cameron",2002,"Percent",0.414,0.104
"727","Cameron",2003,"Number",51548,15890
"728","Cameron",2003,"Percent",0.409,0.11
"729","Cameron",2004,"Number",51924,12549
"730","Cameron",2004,"Percent",0.404,0.088
"731","Cameron",2005,"Number",66043,10576
"732","Cameron",2005,"Percent",0.523,0.075
"733","Cameron",2006,"Number",60949,9594
"734","Cameron",2006,"Percent",0.468,0.066
"735","Cameron",2007,"Number",59702,8579
"736","Cameron",2007,"Percent",0.458,0.06
"737","Cameron",2008,"Number",58192,9914
"738","Cameron",2008,"Percent",0.441,0.068
"739","Cameron",2009,"Number",61690,15017
"740","Cameron",2009,"Percent",0.451,0.099
"741","Cameron",2010,"Number",64535,17650
"742","Cameron",2010,"Percent",0.485,0.112
"743","Cameron",2011,"Number",62449,19171
"744","Cameron",2011,"Percent",0.467,0.118
"745","Camp",2000,"Number",882,287
"746","Camp",2000,"Percent",0.286,0.054
"747","Camp",2001,"Number",870,284
"748","Camp",2001,"Percent",0.278,0.052
"749","Camp",2002,"Number",820,364
"750","Camp",2002,"Percent",0.257,0.064
"751","Camp",2003,"Number",905,416
"752","Camp",2003,"Percent",0.275,0.07
"753","Camp",2004,"Number",828,332
"754","Camp",2004,"Percent",0.247,0.057
"755","Camp",2005,"Number",937,306
"756","Camp",2005,"Percent",0.283,0.057
"757","Camp",2006,"Number",1110,285
"758","Camp",2006,"Percent",0.336,0.051
"759","Camp",2007,"Number",945,258
"760","Camp",2007,"Percent",0.278,0.046
"761","Camp",2008,"Number",906,279
"762","Camp",2008,"Percent",0.263,0.05
"763","Camp",2009,"Number",1089,513
"764","Camp",2009,"Percent",0.309,0.089
"765","Camp",2010,"Number",1109,521
"766","Camp",2010,"Percent",0.337,0.088
"767","Camp",2011,"Number",1148,517
"768","Camp",2011,"Percent",0.357,0.088
"769","Carson",2000,"Number",217,91
"770","Carson",2000,"Percent",0.125,0.03
"771","Carson",2001,"Number",218,88
"772","Carson",2001,"Percent",0.122,0.028
"773","Carson",2002,"Number",181,126
"774","Carson",2002,"Percent",0.106,0.039
"775","Carson",2003,"Number",210,123
"776","Carson",2003,"Percent",0.126,0.036
"777","Carson",2004,"Number",187,149
"778","Carson",2004,"Percent",0.112,0.042
"779","Carson",2005,"Number",202,137
"780","Carson",2005,"Percent",0.123,0.039
"781","Carson",2006,"Number",204,128
"782","Carson",2006,"Percent",0.13,0.036
"783","Carson",2007,"Number",183,111
"784","Carson",2007,"Percent",0.121,0.032
"785","Carson",2008,"Number",174,114
"786","Carson",2008,"Percent",0.123,0.034
"787","Carson",2009,"Number",193,197
"788","Carson",2009,"Percent",0.126,0.059
"789","Carson",2010,"Number",165,170
"790","Carson",2010,"Percent",0.106,0.052
"791","Carson",2011,"Number",197,164
"792","Carson",2011,"Percent",0.125,0.05
"793","Cass",2000,"Number",1872,871
"794","Cass",2000,"Percent",0.258,0.059
"795","Cass",2001,"Number",1860,871
"796","Cass",2001,"Percent",0.257,0.06
"797","Cass",2002,"Number",1728,1107
"798","Cass",2002,"Percent",0.245,0.074
"799","Cass",2003,"Number",1747,1059
"800","Cass",2003,"Percent",0.249,0.073
"801","Cass",2004,"Number",1680,989
"802","Cass",2004,"Percent",0.244,0.072
"803","Cass",2005,"Number",1913,833
"804","Cass",2005,"Percent",0.282,0.062
"805","Cass",2006,"Number",1780,795
"806","Cass",2006,"Percent",0.269,0.06
"807","Cass",2007,"Number",1789,717
"808","Cass",2007,"Percent",0.278,0.055
"809","Cass",2008,"Number",1641,814
"810","Cass",2008,"Percent",0.259,0.062
"811","Cass",2009,"Number",1859,1539
"812","Cass",2009,"Percent",0.283,0.115
"813","Cass",2010,"Number",2239,1484
"814","Cass",2010,"Percent",0.324,0.11
"815","Cass",2011,"Number",1783,1443
"816","Cass",2011,"Percent",0.26,0.106
"817","Castro",2000,"Number",791,142
"818","Castro",2000,"Percent",0.299,0.039
"819","Castro",2001,"Number",753,140
"820","Castro",2001,"Percent",0.29,0.041
"821","Castro",2002,"Number",758,141
"822","Castro",2002,"Percent",0.301,0.044
"823","Castro",2003,"Number",702,171
"824","Castro",2003,"Percent",0.29,0.052
"825","Castro",2004,"Number",661,206
"826","Castro",2004,"Percent",0.278,0.055
"827","Castro",2005,"Number",775,206
"828","Castro",2005,"Percent",0.331,0.06
"829","Castro",2006,"Number",736,159
"830","Castro",2006,"Percent",0.323,0.05
"831","Castro",2007,"Number",632,133
"832","Castro",2007,"Percent",0.304,0.039
"833","Castro",2008,"Number",642,133
"834","Castro",2008,"Percent",0.314,0.037
"835","Castro",2009,"Number",667,185
"836","Castro",2009,"Percent",0.308,0.05
"837","Castro",2010,"Number",745,203
"838","Castro",2010,"Percent",0.299,0.056
"839","Castro",2011,"Number",789,207
"840","Castro",2011,"Percent",0.311,0.057
"841","Chambers",2000,"Number",1104,555
"842","Chambers",2000,"Percent",0.148,0.047
"843","Chambers",2001,"Number",1130,546
"844","Chambers",2001,"Percent",0.152,0.045
"845","Chambers",2002,"Number",1005,621
"846","Chambers",2002,"Percent",0.136,0.048
"847","Chambers",2003,"Number",1105,810
"848","Chambers",2003,"Percent",0.149,0.062
"849","Chambers",2004,"Number",1099,813
"850","Chambers",2004,"Percent",0.152,0.059
"851","Chambers",2005,"Number",1133,855
"852","Chambers",2005,"Percent",0.159,0.06
"853","Chambers",2006,"Number",1103,737
"854","Chambers",2006,"Percent",0.156,0.051
"855","Chambers",2007,"Number",882,657
"856","Chambers",2007,"Percent",0.122,0.046
"857","Chambers",2008,"Number",939,830
"858","Chambers",2008,"Percent",0.128,0.058
"859","Chambers",2009,"Number",1061,1384
"860","Chambers",2009,"Percent",0.122,0.094
"861","Chambers",2010,"Number",1418,1542
"862","Chambers",2010,"Percent",0.142,0.099
"863","Chambers",2011,"Number",1365,1576
"864","Chambers",2011,"Percent",0.137,0.089
"865","Cherokee",2000,"Number",3321,815
"866","Cherokee",2000,"Percent",0.269,0.041
"867","Cherokee",2001,"Number",3374,828
"868","Cherokee",2001,"Percent",0.272,0.043
"869","Cherokee",2002,"Number",3252,941
"870","Cherokee",2002,"Percent",0.258,0.048
"871","Cherokee",2003,"Number",3311,922
"872","Cherokee",2003,"Percent",0.261,0.045
"873","Cherokee",2004,"Number",3216,1185
"874","Cherokee",2004,"Percent",0.253,0.056
"875","Cherokee",2005,"Number",3395,1147
"876","Cherokee",2005,"Percent",0.271,0.055
"877","Cherokee",2006,"Number",3287,1118
"878","Cherokee",2006,"Percent",0.267,0.054
"879","Cherokee",2007,"Number",3399,1002
"880","Cherokee",2007,"Percent",0.276,0.049
"881","Cherokee",2008,"Number",3643,1231
"882","Cherokee",2008,"Percent",0.295,0.06
"883","Cherokee",2009,"Number",4108,1880
"884","Cherokee",2009,"Percent",0.328,0.09
"885","Cherokee",2010,"Number",4605,1910
"886","Cherokee",2010,"Percent",0.354,0.091
"887","Cherokee",2011,"Number",4242,1901
"888","Cherokee",2011,"Percent",0.322,0.089
"889","Childress",2000,"Number",489,94
"890","Childress",2000,"Percent",0.297,0.027
"891","Childress",2001,"Number",437,91
"892","Childress",2001,"Percent",0.265,0.029
"893","Childress",2002,"Number",433,115
"894","Childress",2002,"Percent",0.262,0.037
"895","Childress",2003,"Number",441,111
"896","Childress",2003,"Percent",0.279,0.034
"897","Childress",2004,"Number",452,184
"898","Childress",2004,"Percent",0.293,0.057
"899","Childress",2005,"Number",551,168
"900","Childress",2005,"Percent",0.363,0.054
"901","Childress",2006,"Number",518,174
"902","Childress",2006,"Percent",0.342,0.058
"903","Childress",2007,"Number",468,152
"904","Childress",2007,"Percent",0.322,0.05
"905","Childress",2008,"Number",463,155
"906","Childress",2008,"Percent",0.319,0.051
"907","Childress",2009,"Number",482,202
"908","Childress",2009,"Percent",0.322,0.06
"909","Childress",2010,"Number",486,235
"910","Childress",2010,"Percent",0.328,0.071
"911","Childress",2011,"Number",464,196
"912","Childress",2011,"Percent",0.324,0.061
"913","Clay",2000,"Number",386,159
"914","Clay",2000,"Percent",0.144,0.028
"915","Clay",2001,"Number",370,135
"916","Clay",2001,"Percent",0.139,0.024
"917","Clay",2002,"Number",380,228
"918","Clay",2002,"Percent",0.147,0.041
"919","Clay",2003,"Number",396,208
"920","Clay",2003,"Percent",0.158,0.038
"921","Clay",2004,"Number",366,251
"922","Clay",2004,"Percent",0.15,0.04
"923","Clay",2005,"Number",369,238
"924","Clay",2005,"Percent",0.153,0.037
"925","Clay",2006,"Number",387,256
"926","Clay",2006,"Percent",0.165,0.039
"927","Clay",2007,"Number",371,221
"928","Clay",2007,"Percent",0.163,0.035
"929","Clay",2008,"Number",338,249
"930","Clay",2008,"Percent",0.154,0.04
"931","Clay",2009,"Number",372,428
"932","Clay",2009,"Percent",0.159,0.07
"933","Clay",2010,"Number",438,398
"934","Clay",2010,"Percent",0.183,0.066
"935","Clay",2011,"Number",424,358
"936","Clay",2011,"Percent",0.176,0.061
"937","Cochran",2000,"Number",423,105
"938","Cochran",2000,"Percent",0.392,0.078
"939","Cochran",2001,"Number",401,82
"940","Cochran",2001,"Percent",0.384,0.065
"941","Cochran",2002,"Number",326,106
"942","Cochran",2002,"Percent",0.315,0.077
"943","Cochran",2003,"Number",331,148
"944","Cochran",2003,"Percent",0.347,0.104
"945","Cochran",2004,"Number",307,119
"946","Cochran",2004,"Percent",0.331,0.073
"947","Cochran",2005,"Number",369,97
"948","Cochran",2005,"Percent",0.404,0.062
"949","Cochran",2006,"Number",422,92
"950","Cochran",2006,"Percent",0.46,0.06
"951","Cochran",2007,"Number",311,76
"952","Cochran",2007,"Percent",0.383,0.05
"953","Cochran",2008,"Number",267,75
"954","Cochran",2008,"Percent",0.342,0.048
"955","Cochran",2009,"Number",286,102
"956","Cochran",2009,"Percent",0.348,0.067
"957","Cochran",2010,"Number",294,116
"958","Cochran",2010,"Percent",0.338,0.082
"959","Cochran",2011,"Number",289,124
"960","Cochran",2011,"Percent",0.333,0.09
"961","Coke",2000,"Number",188,33
"962","Coke",2000,"Percent",0.219,0.02
"963","Coke",2001,"Number",152,30
"964","Coke",2001,"Percent",0.195,0.019
"965","Coke",2002,"Number",150,37
"966","Coke",2002,"Percent",0.199,0.026
"967","Coke",2003,"Number",169,35
"968","Coke",2003,"Percent",0.235,0.024
"969","Coke",2004,"Number",137,83
"970","Coke",2004,"Percent",0.195,0.055
"971","Coke",2005,"Number",163,68
"972","Coke",2005,"Percent",0.236,0.049
"973","Coke",2006,"Number",168,78
"974","Coke",2006,"Percent",0.255,0.057
"975","Coke",2007,"Number",144,79
"976","Coke",2007,"Percent",0.226,0.058
"977","Coke",2008,"Number",135,105
"978","Coke",2008,"Percent",0.222,0.077
"979","Coke",2009,"Number",188,112
"980","Coke",2009,"Percent",0.288,0.084
"981","Coke",2010,"Number",154,105
"982","Coke",2010,"Percent",0.224,0.079
"983","Coke",2011,"Number",135,92
"984","Coke",2011,"Percent",0.206,0.07
"985","Coleman",2000,"Number",667,160
"986","Coleman",2000,"Percent",0.308,0.05
"987","Coleman",2001,"Number",619,147
"988","Coleman",2001,"Percent",0.3,0.048
"989","Coleman",2002,"Number",612,244
"990","Coleman",2002,"Percent",0.298,0.075
"991","Coleman",2003,"Number",626,225
"992","Coleman",2003,"Percent",0.32,0.071
"993","Coleman",2004,"Number",590,244
"994","Coleman",2004,"Percent",0.297,0.057
"995","Coleman",2005,"Number",700,204
"996","Coleman",2005,"Percent",0.357,0.046
"997","Coleman",2006,"Number",643,187
"998","Coleman",2006,"Percent",0.331,0.044
"999","Coleman",2007,"Number",601,162
"1000","Coleman",2007,"Percent",0.326,0.037
"1001","Coleman",2008,"Number",607,181
"1002","Coleman",2008,"Percent",0.331,0.04
"1003","Coleman",2009,"Number",687,310
"1004","Coleman",2009,"Percent",0.363,0.07
"1005","Coleman",2010,"Number",697,307
"1006","Coleman",2010,"Percent",0.36,0.069
"1007","Coleman",2011,"Number",721,304
"1008","Coleman",2011,"Percent",0.386,0.071
"1009","Collin",2000,"Number",8951,5767
"1010","Collin",2000,"Percent",0.058,0.02
"1011","Collin",2001,"Number",9515,11969
"1012","Collin",2001,"Percent",0.058,0.041
"1013","Collin",2002,"Number",9358,20654
"1014","Collin",2002,"Percent",0.055,0.064
"1015","Collin",2003,"Number",11739,20091
"1016","Collin",2003,"Percent",0.067,0.062
"1017","Collin",2004,"Number",11367,16437
"1018","Collin",2004,"Percent",0.062,0.048
"1019","Collin",2005,"Number",12963,15186
"1020","Collin",2005,"Percent",0.072,0.042
"1021","Collin",2006,"Number",12255,16300
"1022","Collin",2006,"Percent",0.065,0.043
"1023","Collin",2007,"Number",15526,15142
"1024","Collin",2007,"Percent",0.076,0.039
"1025","Collin",2008,"Number",16916,18406
"1026","Collin",2008,"Percent",0.08,0.046
"1027","Collin",2009,"Number",17974,30066
"1028","Collin",2009,"Percent",0.082,0.073
"1029","Collin",2010,"Number",21450,31648
"1030","Collin",2010,"Percent",0.096,0.075
"1031","Collin",2011,"Number",22661,30552
"1032","Collin",2011,"Percent",0.099,0.07
"1033","Collingsworth",2000,"Number",252,19
"1034","Collingsworth",2000,"Percent",0.309,0.012
"1035","Collingsworth",2001,"Number",228,18
"1036","Collingsworth",2001,"Percent",0.285,0.011
"1037","Collingsworth",2002,"Number",218,44
"1038","Collingsworth",2002,"Percent",0.286,0.026
"1039","Collingsworth",2003,"Number",222,67
"1040","Collingsworth",2003,"Percent",0.292,0.038
"1041","Collingsworth",2004,"Number",208,84
"1042","Collingsworth",2004,"Percent",0.277,0.051
"1043","Collingsworth",2005,"Number",255,74
"1044","Collingsworth",2005,"Percent",0.344,0.046
"1045","Collingsworth",2006,"Number",246,70
"1046","Collingsworth",2006,"Percent",0.337,0.044
"1047","Collingsworth",2007,"Number",231,53
"1048","Collingsworth",2007,"Percent",0.316,0.034
"1049","Collingsworth",2008,"Number",250,59
"1050","Collingsworth",2008,"Percent",0.341,0.039
"1051","Collingsworth",2009,"Number",245,82
"1052","Collingsworth",2009,"Percent",0.303,0.055
"1053","Collingsworth",2010,"Number",258,78
"1054","Collingsworth",2010,"Percent",0.312,0.054
"1055","Collingsworth",2011,"Number",312,76
"1056","Collingsworth",2011,"Percent",0.368,0.053
"1057","Colorado",2000,"Number",1126,272
"1058","Colorado",2000,"Percent",0.222,0.033
"1059","Colorado",2001,"Number",1109,306
"1060","Colorado",2001,"Percent",0.22,0.038
"1061","Colorado",2002,"Number",1031,351
"1062","Colorado",2002,"Percent",0.202,0.043
"1063","Colorado",2003,"Number",1100,409
"1064","Colorado",2003,"Percent",0.22,0.048
"1065","Colorado",2004,"Number",1020,522
"1066","Colorado",2004,"Percent",0.209,0.051
"1067","Colorado",2005,"Number",1170,447
"1068","Colorado",2005,"Percent",0.243,0.043
"1069","Colorado",2006,"Number",1069,476
"1070","Colorado",2006,"Percent",0.227,0.044
"1071","Colorado",2007,"Number",1006,391
"1072","Colorado",2007,"Percent",0.217,0.037
"1073","Colorado",2008,"Number",1167,439
"1074","Colorado",2008,"Percent",0.252,0.04
"1075","Colorado",2009,"Number",1113,700
"1076","Colorado",2009,"Percent",0.236,0.065
"1077","Colorado",2010,"Number",1349,794
"1078","Colorado",2010,"Percent",0.276,0.075
"1079","Colorado",2011,"Number",1251,805
"1080","Colorado",2011,"Percent",0.258,0.071
"1081","Comal",2000,"Number",2831,1000
"1082","Comal",2000,"Percent",0.138,0.025
"1083","Comal",2001,"Number",2770,1437
"1084","Comal",2001,"Percent",0.131,0.035
"1085","Comal",2002,"Number",2796,2182
"1086","Comal",2002,"Percent",0.129,0.05
"1087","Comal",2003,"Number",3241,2165
"1088","Comal",2003,"Percent",0.147,0.049
"1089","Comal",2004,"Number",3247,2342
"1090","Comal",2004,"Percent",0.143,0.051
"1091","Comal",2005,"Number",3133,1986
"1092","Comal",2005,"Percent",0.14,0.042
"1093","Comal",2006,"Number",3425,2098
"1094","Comal",2006,"Percent",0.148,0.041
"1095","Comal",2007,"Number",3360,1911
"1096","Comal",2007,"Percent",0.133,0.037
"1097","Comal",2008,"Number",3319,2223
"1098","Comal",2008,"Percent",0.126,0.041
"1099","Comal",2009,"Number",3692,3477
"1100","Comal",2009,"Percent",0.133,0.062
"1101","Comal",2010,"Number",4217,3887
"1102","Comal",2010,"Percent",0.165,0.066
"1103","Comal",2011,"Number",3993,3810
"1104","Comal",2011,"Percent",0.156,0.069
"1105","Comanche",2000,"Number",962,167
"1106","Comanche",2000,"Percent",0.28,0.026
"1107","Comanche",2001,"Number",938,174
"1108","Comanche",2001,"Percent",0.278,0.027
"1109","Comanche",2002,"Number",873,199
"1110","Comanche",2002,"Percent",0.261,0.03
"1111","Comanche",2003,"Number",906,258
"1112","Comanche",2003,"Percent",0.274,0.038
"1113","Comanche",2004,"Number",869,345
